Site.Code,Spp1,Spp2,Mean.SIF,sd.SIF,lci.SIF,hci.SIF,RHat
CSN,Leopardus pardalis,Myoprocta acouchy,0.980461849,0.264448457,0.46851719,1.523766792,1.001715364
CSN,Leopardus pardalis,Myrmecophaga tridactyla,0.957175943,0.401756881,0.22073872,1.831288575,1.001150978
CSN,Leopardus pardalis,Panthera onca,1.224223621,0.321129809,0.686679911,1.972146079,1.002265899
CSN,Leopardus pardalis,Pecari tajacu,0.9350059,0.309075756,0.367737943,1.590349201,1.000999208
CSN,Leopardus pardalis,Priodontes maximus,0.619310639,0.434423312,0.024624808,1.583327103,1.001380292
CSN,Leopardus pardalis,Puma concolor,1.187092223,0.423353397,0.460654157,2.176947881,1.001174352
CSN,Leopardus pardalis,Tapirus terrestris,1.080428217,0.317902418,0.502400413,1.763856447,1.001135772
CSN,Leopardus pardalis,Tayassu pecari,0.72928195,0.271040894,0.21907033,1.245527944,1.0010006
CSN,Leopardus wiedii,Mazama americana,0.991780603,0.144502252,0.651725072,1.25209657,1.001315961
CSN,Leopardus wiedii,Mazama nemorivaga,1.39222108,0.405056361,0.69739435,2.274377518,1.001037456
CSN,Leopardus wiedii,Myoprocta acouchy,1.131407218,0.355821459,0.478740152,1.897400579,1.001021953
CSN,Leopardus wiedii,Myrmecophaga tridactyla,1.120588276,0.528718579,0.276942642,2.4191271,1.000987388
CSN,Leopardus wiedii,Panthera onca,1.070894246,0.356515181,0.416267645,1.897012807,1.00108953
CSN,Leopardus wiedii,Pecari tajacu,1.727642447,0.567639687,0.823791879,3.007290603,1.001070718
CSN,Leopardus wiedii,Priodontes maximus,0.790033823,0.5583415,0.034919352,2.114669388,1.00131786
CSN,Leopardus wiedii,Puma concolor,0.735806445,0.467476551,0.034913431,1.755075112,1.001019628
CSN,Leopardus wiedii,Tapirus terrestris,1.329367648,0.464783384,0.551306134,2.377128106,1.001031253
CSN,Leopardus wiedii,Tayassu pecari,1.300932158,0.360925955,0.707981618,2.139467133,1.00164976
CSN,Mazama americana,Mazama nemorivaga,1.06433906,0.093796475,0.89608533,1.273401802,1.00106451
CSN,Mazama americana,Myoprocta acouchy,1.131898328,0.095146867,0.975793561,1.345731486,1.001278358
CSN,Mazama americana,Myrmecophaga tridactyla,0.912179628,0.162901097,0.498618601,1.152497138,1.001391119
CSN,Mazama americana,Panthera onca,1.013030766,0.088132816,0.817485705,1.19391074,1.001041093
CSN,Mazama americana,Pecari tajacu,1.08026723,0.105283436,0.885921135,1.310007907,1.001099447
CSN,Mazama americana,Priodontes maximus,1.020516274,0.142698797,0.686114853,1.285896954,1.000988886
CSN,Mazama americana,Puma concolor,0.937574378,0.156899985,0.533224532,1.173881846,1.001420175
CSN,Mazama americana,Tapirus terrestris,0.983621606,0.102272686,0.759462106,1.182017862,1.000997904
CSN,Mazama americana,Tayassu pecari,0.959041928,0.084040381,0.760922735,1.104525627,1.001346119
CSN,Mazama nemorivaga,Myoprocta acouchy,1.202202535,0.232514645,0.763468624,1.688710621,1.001072
CSN,Mazama nemorivaga,Myrmecophaga tridactyla,0.726091639,0.346371461,0.130044572,1.437548058,1.001088512
CSN,Mazama nemorivaga,Panthera onca,1.291876597,0.308309555,0.778469337,1.983870144,1.001113189
CSN,Mazama nemorivaga,Pecari tajacu,1.389962025,0.305666563,0.837943863,2.052618765,1.00131112
CSN,Mazama nemorivaga,Priodontes maximus,0.796815266,0.402420743,0.137284949,1.660954661,1.001231625
CSN,Mazama nemorivaga,Puma concolor,1.002655561,0.363299496,0.335598088,1.786410863,1.001086419
CSN,Mazama nemorivaga,Tapirus terrestris,1.340746808,0.288878252,0.812294145,1.959039021,1.001242574
CSN,Mazama nemorivaga,Tayassu pecari,1.435182148,0.276971992,0.961855011,2.049835377,1.001070071
CSN,Myoprocta acouchy,Myrmecophaga tridactyla,0.758593325,0.350332277,0.145142844,1.485891595,1.001399665
CSN,Myoprocta acouchy,Panthera onca,0.841641027,0.251525566,0.346351606,1.335911124,1.001132123
CSN,Myoprocta acouchy,Pecari tajacu,1.015800467,0.267528034,0.514784936,1.56343425,1.001029026
CSN,Myoprocta acouchy,Priodontes maximus,1.557187737,0.448619215,0.724212052,2.502145419,1.001417454
CSN,Myoprocta acouchy,Puma concolor,0.740592716,0.342428961,0.140776414,1.42864694,1.001249777
CSN,Myoprocta acouchy,Tapirus terrestris,0.793685714,0.246040555,0.345305475,1.303107375,1.001139716
CSN,Myoprocta acouchy,Tayassu pecari,1.108658481,0.223117129,0.695833591,1.589194497,1.001073528
CSN,Myrmecophaga tridactyla,Panthera onca,0.973134183,0.332505566,0.276379078,1.677443486,1.002390677
CSN,Myrmecophaga tridactyla,Pecari tajacu,0.888201404,0.387703155,0.1853498,1.751724625,1.001033878
CSN,Myrmecophaga tridactyla,Priodontes maximus,0.853008635,0.545385667,0.047993351,2.146636113,1.001030735
CSN,Myrmecophaga tridactyla,Puma concolor,0.837037197,0.455335962,0.059745083,1.814207467,1.001390841
CSN,Myrmecophaga tridactyla,Tapirus terrestris,0.869799636,0.380727629,0.180892642,1.707547362,1.001068213
CSN,Myrmecophaga tridactyla,Tayassu pecari,0.874091219,0.314248318,0.212174477,1.469990388,1.002052009
CSN,Panthera onca,Pecari tajacu,0.956084241,0.255651631,0.442519444,1.516965875,1.001055545
CSN,Panthera onca,Priodontes maximus,0.695493871,0.391378975,0.035691919,1.440440066,1.001430941
CSN,Panthera onca,Puma concolor,0.961918907,0.311692233,0.283174274,1.616387484,1.001386034
CSN,Panthera onca,Tapirus terrestris,1.247488669,0.340358919,0.738938873,2.065698703,1.001500383
CSN,Panthera onca,Tayassu pecari,1.16113796,0.23948251,0.779859666,1.739120886,1.000996161
CSN,Pecari tajacu,Priodontes maximus,1.353095539,0.551269965,0.4320384,2.592977818,1.001218834
CSN,Pecari tajacu,Puma concolor,0.858376796,0.405176023,0.166258945,1.737717706,1.001109759
CSN,Pecari tajacu,Tapirus terrestris,1.699060196,0.398384902,1.023471827,2.596597982,1.001019584
CSN,Pecari tajacu,Tayassu pecari,1.212981867,0.285002136,0.712373006,1.841586351,1.001251855
CSN,Priodontes maximus,Puma concolor,1.375179039,0.771684363,0.315348525,3.352914456,1.001945427
CSN,Priodontes maximus,Tapirus terrestris,1.354523553,0.549289376,0.43555897,2.581048456,1.00118377
CSN,Priodontes maximus,Tayassu pecari,0.886857323,0.375731496,0.188324476,1.658439428,1.001073075
CSN,Puma concolor,Tapirus terrestris,0.866993939,0.384964374,0.177451695,1.716740288,1.00219458
CSN,Puma concolor,Tayassu pecari,1.049994177,0.295273874,0.449746668,1.70649606,1.001372796
CSN,Tapirus terrestris,Tayassu pecari,0.74574002,0.249269904,0.282572275,1.236638412,1.00102469
KRP,Atherurus africanus,Bdeogale nigripes,1.13323149,0.370441189,0.395481888,1.820956268,1.001054131
KRP,Atherurus africanus,Cephalophus ogilbyi,1.057978394,0.096569086,0.870386567,1.255881528,1.001013896
KRP,Atherurus africanus,Cercocebus torquatus,1.143873496,0.182046069,0.814462074,1.536155529,1.00145651
KRP,Atherurus africanus,Cricetomys emini,1.003211586,0.022055418,0.959712182,1.053036616,1.001079594
KRP,Atherurus africanus,Genetta servalina,0.866597098,0.13454567,0.595834931,1.125402157,1.001139761
KRP,Atherurus africanus,Herpestes naso,1.07661514,0.141158753,0.80892552,1.372661856,1.00110028
KRP,Atherurus africanus,Loxodonta africana,1.198428667,0.292920736,0.625091054,1.776241713,1.001618566
KRP,Atherurus africanus,Mandrillus leucophaeus,0.495373681,0.185974518,0.170907712,0.882993025,1.001113005
KRP,Atherurus africanus,Phataginus tricuspis,1.050006155,0.244561238,0.564481758,1.547534079,1.001048734
KRP,Atherurus africanus,Philantomba monticola,0.991952989,0.057949698,0.875256693,1.108319993,1.001000388
KRP,Atherurus africanus,Potamochoerus porcus,0.724330472,0.199595085,0.346935796,1.119978123,1.00101653
KRP,Bdeogale nigripes,Cephalophus ogilbyi,0.938870443,0.310110403,0.317124113,1.492700691,1.001144422
KRP,Bdeogale nigripes,Cercocebus torquatus,0.932845027,0.432667755,0.195341915,1.90118752,1.001033162
KRP,Bdeogale nigripes,Cricetomys emini,0.86250876,0.144392805,0.485483325,1.022909871,1.001182034
KRP,Bdeogale nigripes,Genetta servalina,0.437158014,0.34252781,0.014101837,1.249883404,1.001239316
KRP,Bdeogale nigripes,Herpestes naso,0.81514636,0.361878093,0.161774986,1.553240949,1.001085817
KRP,Bdeogale nigripes,Loxodonta africana,1.136957493,0.939399992,0.043926535,3.533626375,1.00120681
KRP,Bdeogale nigripes,Mandrillus leucophaeus,1.265784754,0.629816394,0.241421744,2.649903735,1.001281587
KRP,Bdeogale nigripes,Phataginus tricuspis,1.414367911,0.868612642,0.265843962,3.623690996,1.00101507
KRP,Bdeogale nigripes,Philantomba monticola,0.733257128,0.234850353,0.250359995,1.126085801,1.001014938
KRP,Bdeogale nigripes,Potamochoerus porcus,1.524476919,0.774362079,0.274110371,3.205790723,1.001010963
KRP,Cephalophus ogilbyi,Cercocebus torquatus,1.021884118,0.13166831,0.752229551,1.291616314,1.000992562
KRP,Cephalophus ogilbyi,Cricetomys emini,1.008412316,0.018942054,0.978149812,1.055906703,1.001076793
KRP,Cephalophus ogilbyi,Genetta servalina,0.911043151,0.107675475,0.691226789,1.117962096,1.001017201
KRP,Cephalophus ogilbyi,Herpestes naso,1.097444634,0.116564993,0.885544541,1.346233643,1.001006788
KRP,Cephalophus ogilbyi,Loxodonta africana,0.461166686,0.24077735,0.077154413,0.977146343,1.001024425
KRP,Cephalophus ogilbyi,Mandrillus leucophaeus,0.890297496,0.159155679,0.56643345,1.194512576,1.001238454
KRP,Cephalophus ogilbyi,Phataginus tricuspis,1.063638772,0.190156355,0.668190655,1.435978369,1.001450497
KRP,Cephalophus ogilbyi,Philantomba monticola,1.060123012,0.051599053,0.970851115,1.175398487,1.000989189
KRP,Cephalophus ogilbyi,Potamochoerus porcus,0.902878442,0.166547854,0.566594001,1.221807368,1.001076595
KRP,Cercocebus torquatus,Cricetomys emini,1.009726367,0.016825536,0.983047887,1.051639435,1.000988913
KRP,Cercocebus torquatus,Genetta servalina,1.011879731,0.150168328,0.684465461,1.333609169,1.001550224
KRP,Cercocebus torquatus,Herpestes naso,1.027811381,0.137860757,0.720455658,1.329619954,1.00128515
KRP,Cercocebus torquatus,Loxodonta africana,1.039535804,0.30047878,0.461669606,1.76711994,1.001113989
KRP,Cercocebus torquatus,Mandrillus leucophaeus,0.661456893,0.297970181,0.117727084,1.153061217,1.001521177
KRP,Cercocebus torquatus,Phataginus tricuspis,1.028918222,0.233829003,0.523031063,1.552710973,1.001027666
KRP,Cercocebus torquatus,Philantomba monticola,1.029148565,0.064018372,0.900296453,1.169242985,1.001080928
KRP,Cercocebus torquatus,Potamochoerus porcus,1.143187137,0.288383449,0.683984341,1.837656624,1.001287288
KRP,Cricetomys emini,Genetta servalina,1.003107625,0.012668693,0.980211137,1.033811989,1.001031515
KRP,Cricetomys emini,Herpestes naso,1.0053951,0.012003153,0.988040186,1.036483924,1.00100208
KRP,Cricetomys emini,Loxodonta africana,0.986006547,0.038522994,0.87782623,1.027050898,1.001013548
KRP,Cricetomys emini,Mandrillus leucophaeus,0.997531786,0.018684711,0.951706219,1.030414861,1.00102375
KRP,Cricetomys emini,Phataginus tricuspis,0.999358048,0.020611881,0.94958992,1.033204852,1.00103119
KRP,Cricetomys emini,Philantomba monticola,1.006970168,0.011131948,0.996433508,1.037953565,1.000995457
KRP,Cricetomys emini,Potamochoerus porcus,0.988366123,0.026778276,0.916109495,1.025123719,1.000997161
KRP,Genetta servalina,Herpestes naso,0.970681004,0.145434028,0.661738353,1.254158484,1.001347663
KRP,Genetta servalina,Loxodonta africana,1.092254435,0.29496461,0.502806118,1.687735498,1.0011276
KRP,Genetta servalina,Mandrillus leucophaeus,0.871755017,0.215188565,0.44451589,1.29180604,1.001111085
KRP,Genetta servalina,Phataginus tricuspis,1.145608012,0.255308878,0.663276365,1.696660659,1.001352289
KRP,Genetta servalina,Philantomba monticola,0.99918193,0.062408412,0.871829786,1.124528745,1.001056455
KRP,Genetta servalina,Potamochoerus porcus,0.985999158,0.22490738,0.54900921,1.438919514,1.001080131
KRP,Herpestes naso,Loxodonta africana,1.057303391,0.249042286,0.567419103,1.627282819,1.001269806
KRP,Herpestes naso,Mandrillus leucophaeus,0.898168736,0.200652713,0.447374957,1.258123913,1.001086541
KRP,Herpestes naso,Phataginus tricuspis,1.038985985,0.204238764,0.599617626,1.493873139,1.001064597
KRP,Herpestes naso,Philantomba monticola,1.004205116,0.053224794,0.885387825,1.111913164,1.001220239
KRP,Herpestes naso,Potamochoerus porcus,0.951780735,0.199881442,0.535400609,1.373236727,1.001038297
KRP,Loxodonta africana,Mandrillus leucophaeus,0.537933657,0.400796881,0.018575843,1.435705013,1.001051776
KRP,Loxodonta africana,Phataginus tricuspis,0.750025133,0.47409241,0.035838023,1.790749086,1.001342283
KRP,Loxodonta africana,Philantomba monticola,0.954466627,0.147757872,0.603495687,1.190031566,1.001160235
KRP,Loxodonta africana,Potamochoerus porcus,0.927813213,0.482002335,0.16352266,2.03936183,1.001056702
KRP,Mandrillus leucophaeus,Phataginus tricuspis,0.839327863,0.367707656,0.169155702,1.600858953,1.00234456
KRP,Mandrillus leucophaeus,Philantomba monticola,1.067301117,0.088610159,0.884228928,1.240309529,1.000995274
KRP,Mandrillus leucophaeus,Potamochoerus porcus,1.146971188,0.34943516,0.518304402,1.898304543,1.001129333
KRP,Phataginus tricuspis,Philantomba monticola,0.936136473,0.131665,0.604502587,1.125903816,1.00104106
KRP,Phataginus tricuspis,Potamochoerus porcus,0.816849786,0.363674524,0.162193538,1.607121419,1.000990693
KRP,Philantomba monticola,Potamochoerus porcus,0.993023826,0.096077201,0.782309729,1.165358372,1.001060664
NNN,Atherurus africanus,Atilax paludinosus,1.740567954,0.50181512,0.901064607,2.868424171,1.00099734
NNN,Atherurus africanus,Bdeogale nigripes,1.497222324,0.459556169,0.694346494,2.499856613,1.001069984
NNN,Atherurus africanus,Caracal aurata,1.266674168,0.322144539,0.675012288,1.955319373,1.001169393
NNN,Atherurus africanus,Cephalophus callipygus,0.979150798,0.078309448,0.785269103,1.101479685,1.000994957
NNN,Atherurus africanus,Cephalophus dorsalis,1.001906806,0.134021326,0.705749886,1.239119885,1.001060072
NNN,Atherurus africanus,Cephalophus leucogaster,1.234042333,0.684493531,0.201790921,2.793146654,1.0009904
NNN,Atherurus africanus,Cephalophus silvicultor,0.977374689,0.077967918,0.787580714,1.103850024,1.001101834
NNN,Atherurus africanus,Cricetomys emini,1.176530494,0.346766803,0.535662567,1.8946478,1.001120916
NNN,Atherurus africanus,Genetta servalina,1.231962778,0.525718329,0.358187478,2.408776225,1.00122367
NNN,Atherurus africanus,Gorilla gorilla,0.946334561,0.226757226,0.497173449,1.385803311,1.000988201
NNN,Atherurus africanus,Loxodonta africana,0.809232716,0.239305731,0.354454803,1.286194089,1.001066307
NNN,Atherurus africanus,Pan troglodytes,1.009646004,0.156895576,0.675782355,1.310179833,1.001199514
NNN,Atherurus africanus,Panthera pardus,0.389712309,0.304811462,0.012663854,1.086596345,1.001259673
NNN,Atherurus africanus,Philantomba monticola,0.966062642,0.072191213,0.784603555,1.072597436,1.001040016
NNN,Atherurus africanus,Potamochoerus porcus,1.079913795,0.219910205,0.65235414,1.531107814,1.00122032
NNN,Atherurus africanus,Smutsia gigantea,0.697213091,0.527462062,0.026458335,1.969208621,1.001031861
NNN,Atilax paludinosus,Bdeogale nigripes,1.159959351,0.305660359,0.603419514,1.835094509,1.002010724
NNN,Atilax paludinosus,Caracal aurata,1.153797496,0.228761842,0.739393188,1.661488557,1.001032941
NNN,Atilax paludinosus,Cephalophus callipygus,0.985575408,0.04875943,0.864544811,1.064786324,1.001014673
NNN,Atilax paludinosus,Cephalophus dorsalis,1.012556205,0.09227242,0.809811305,1.191520848,1.001134562
NNN,Atilax paludinosus,Cephalophus leucogaster,0.813985811,0.395453024,0.149226281,1.688619916,1.001001757
NNN,Atilax paludinosus,Cephalophus silvicultor,0.993174076,0.048965068,0.870799166,1.077619274,1.00103981
NNN,Atilax paludinosus,Cricetomys emini,1.705601212,0.323996,1.135562291,2.420295955,1.001001659
NNN,Atilax paludinosus,Genetta servalina,1.94184193,0.53479875,1.050791704,3.156257178,1.001381633
NNN,Atilax paludinosus,Gorilla gorilla,1.070724818,0.161162666,0.752798007,1.41033417,1.001384311
NNN,Atilax paludinosus,Loxodonta africana,0.969793398,0.17533231,0.603755275,1.318904727,1.001069847
NNN,Atilax paludinosus,Pan troglodytes,0.925912134,0.13150797,0.616774918,1.136106759,1.001012918
NNN,Atilax paludinosus,Panthera pardus,1.040233101,0.240744654,0.547358064,1.568732519,1.001069716
NNN,Atilax paludinosus,Philantomba monticola,1.011304364,0.034600436,0.934206932,1.081523753,1.000994546
NNN,Atilax paludinosus,Potamochoerus porcus,0.884791581,0.181764123,0.482647121,1.194203123,1.001045674
NNN,Atilax paludinosus,Smutsia gigantea,0.705808908,0.407917461,0.037108313,1.506229942,1.001737528
NNN,Bdeogale nigripes,Caracal aurata,1.161314424,0.247915272,0.693579825,1.685957447,1.001006361
NNN,Bdeogale nigripes,Cephalophus callipygus,1.014827517,0.049426732,0.904528096,1.109771915,1.001082324
NNN,Bdeogale nigripes,Cephalophus dorsalis,1.137576404,0.097002092,0.951365162,1.34043029,1.001007903
NNN,Bdeogale nigripes,Cephalophus leucogaster,0.422125419,0.346770569,0.013089068,1.258652353,1.001086455
NNN,Bdeogale nigripes,Cephalophus silvicultor,0.993503252,0.054825235,0.86228224,1.089543719,1.001053713
NNN,Bdeogale nigripes,Cricetomys emini,1.45837594,0.296875952,0.933621376,2.104131012,1.001346787
NNN,Bdeogale nigripes,Genetta servalina,1.501709947,0.442403631,0.748251028,2.481619968,1.001087738
NNN,Bdeogale nigripes,Gorilla gorilla,1.076815936,0.175506832,0.729236497,1.435403718,1.001109677
NNN,Bdeogale nigripes,Loxodonta africana,1.108007361,0.194947175,0.730775208,1.504158327,1.001023605
NNN,Bdeogale nigripes,Pan troglodytes,1.100751739,0.123540165,0.872071103,1.370566139,1.001009131
NNN,Bdeogale nigripes,Panthera pardus,1.004921044,0.263472931,0.474901621,1.571286282,1.001498475
NNN,Bdeogale nigripes,Philantomba monticola,1.00424961,0.041985401,0.906037938,1.083427043,1.001262667
NNN,Bdeogale nigripes,Potamochoerus porcus,0.709321707,0.199414923,0.315994004,1.070910272,1.001459324
NNN,Bdeogale nigripes,Smutsia gigantea,1.334826873,0.513101921,0.501954375,2.527085011,1.001277777
NNN,Caracal aurata,Cephalophus callipygus,1.028919859,0.038082797,0.959322835,1.114512797,1.001129236
NNN,Caracal aurata,Cephalophus dorsalis,0.960977139,0.076135128,0.794065061,1.101046885,1.001350198
NNN,Caracal aurata,Cephalophus leucogaster,0.63113672,0.320508137,0.105967368,1.2979465,1.001010634
NNN,Caracal aurata,Cephalophus silvicultor,1.029988429,0.040159624,0.959495583,1.122374741,1.00145582
NNN,Caracal aurata,Cricetomys emini,1.079480108,0.195976397,0.707680443,1.496839901,1.001069464
NNN,Caracal aurata,Genetta servalina,0.955374287,0.269439237,0.414518166,1.501105051,1.001031416
NNN,Caracal aurata,Gorilla gorilla,1.233254523,0.152932814,0.972149256,1.568064631,1.001094117
NNN,Caracal aurata,Loxodonta africana,1.046851205,0.142660331,0.769039347,1.344286659,1.001044704
NNN,Caracal aurata,Pan troglodytes,0.966952519,0.09586543,0.749265898,1.138344891,1.001078273
NNN,Caracal aurata,Panthera pardus,1.182881536,0.222403708,0.811645914,1.694309722,1.001329852
NNN,Caracal aurata,Philantomba monticola,1.017305416,0.029854351,0.961593339,1.085736478,1.001200436
NNN,Caracal aurata,Potamochoerus porcus,0.995188624,0.130501448,0.71636166,1.251979119,1.001007642
NNN,Caracal aurata,Smutsia gigantea,1.103312232,0.321012091,0.477951967,1.809490637,1.001498192
NNN,Cephalophus callipygus,Cephalophus dorsalis,1.040555136,0.028779517,1.004337356,1.113045463,1.001001551
NNN,Cephalophus callipygus,Cephalophus leucogaster,0.951660097,0.091168129,0.71246904,1.072489712,1.000989892
NNN,Cephalophus callipygus,Cephalophus silvicultor,1.011802472,0.015104911,0.996254166,1.052896748,1.001016487
NNN,Cephalophus callipygus,Cricetomys emini,1.018379886,0.036361111,0.944653785,1.095864968,1.001017332
NNN,Cephalophus callipygus,Genetta servalina,1.000268436,0.049335603,0.880053504,1.086107297,1.001071254
NNN,Cephalophus callipygus,Gorilla gorilla,1.01009728,0.024519801,0.96747923,1.068348713,1.000989296
NNN,Cephalophus callipygus,Loxodonta africana,1.031112549,0.030362688,0.984279696,1.104521038,1.001014573
NNN,Cephalophus callipygus,Pan troglodytes,1.005749613,0.016791743,0.978702497,1.047844119,1.001102305
NNN,Cephalophus callipygus,Panthera pardus,1.021145421,0.03234196,0.962440825,1.095443782,1.001023702
NNN,Cephalophus callipygus,Philantomba monticola,1.012432703,0.015269128,0.997755697,1.053891399,1.001090273
NNN,Cephalophus callipygus,Potamochoerus porcus,1.030250049,0.029342449,0.988017923,1.102435935,1.001012598
NNN,Cephalophus callipygus,Smutsia gigantea,0.988986936,0.068168517,0.802130576,1.081972324,1.001050475
NNN,Cephalophus dorsalis,Cephalophus leucogaster,0.976010622,0.159057306,0.602867504,1.229976022,1.001024514
NNN,Cephalophus dorsalis,Cephalophus silvicultor,1.024883948,0.025380148,0.991229226,1.089068267,1.001002978
NNN,Cephalophus dorsalis,Cricetomys emini,0.994665162,0.082490398,0.822564715,1.154417863,1.001131603
NNN,Cephalophus dorsalis,Genetta servalina,1.018215498,0.114309346,0.762403709,1.226245829,1.001271723
NNN,Cephalophus dorsalis,Gorilla gorilla,0.999607168,0.053450254,0.896168124,1.112425196,1.001117062
NNN,Cephalophus dorsalis,Loxodonta africana,1.04892068,0.060708056,0.936339882,1.180694499,1.001025897
NNN,Cephalophus dorsalis,Pan troglodytes,1.020799799,0.040968587,0.950943113,1.116140606,1.000996042
NNN,Cephalophus dorsalis,Panthera pardus,1.11407427,0.087477904,0.960564565,1.302817426,1.001098556
NNN,Cephalophus dorsalis,Philantomba monticola,1.010189152,0.018474536,0.985776995,1.058203012,1.001034852
NNN,Cephalophus dorsalis,Potamochoerus porcus,1.006205024,0.053094806,0.902243893,1.120175596,1.000990586
NNN,Cephalophus dorsalis,Smutsia gigantea,1.041029462,0.130669103,0.729832826,1.267979329,1.001027155
NNN,Cephalophus leucogaster,Cephalophus silvicultor,0.937848861,0.109054745,0.66241379,1.093719802,1.001070855
NNN,Cephalophus leucogaster,Cricetomys emini,0.959254738,0.397392281,0.273525038,1.796217125,1.000996
NNN,Cephalophus leucogaster,Genetta servalina,1.080185016,0.591773372,0.182531353,2.437425692,1.001062898
NNN,Cephalophus leucogaster,Gorilla gorilla,0.853341798,0.265976217,0.340463564,1.366539524,1.001111856
NNN,Cephalophus leucogaster,Loxodonta africana,0.616166679,0.261051574,0.16705388,1.160479249,1.000990852
NNN,Cephalophus leucogaster,Pan troglodytes,1.087460399,0.169306513,0.737384211,1.422908398,1.000988916
NNN,Cephalophus leucogaster,Panthera pardus,0.779429304,0.371714803,0.146360595,1.572928913,1.001273932
NNN,Cephalophus leucogaster,Philantomba monticola,0.927239128,0.103200832,0.663571234,1.0626587,1.001017492
NNN,Cephalophus leucogaster,Potamochoerus porcus,1.199572278,0.252500667,0.710797834,1.721986489,1.001026843
NNN,Cephalophus leucogaster,Smutsia gigantea,0.799131061,0.646625278,0.030396133,2.427508214,1.001008824
NNN,Cephalophus silvicultor,Cricetomys emini,0.956263689,0.046703032,0.839000836,1.019546237,1.001115878
NNN,Cephalophus silvicultor,Genetta servalina,0.968354464,0.059356989,0.810602522,1.048803012,1.000993227
NNN,Cephalophus silvicultor,Gorilla gorilla,1.013887854,0.025635335,0.973488918,1.078628955,1.001265791
NNN,Cephalophus silvicultor,Loxodonta africana,1.010805339,0.027586435,0.962394897,1.077708437,1.001116317
NNN,Cephalophus silvicultor,Pan troglodytes,1.014924627,0.020485176,0.988867084,1.06850336,1.001019506
NNN,Cephalophus silvicultor,Panthera pardus,1.004690381,0.029707039,0.937916761,1.065747488,1.001083787
NNN,Cephalophus silvicultor,Philantomba monticola,1.011098237,0.014085431,0.998571599,1.049714488,1.001005204
NNN,Cephalophus silvicultor,Potamochoerus porcus,1.014573443,0.02474864,0.977337291,1.077613267,1.00102239
NNN,Cephalophus silvicultor,Smutsia gigantea,0.989945032,0.062993994,0.819276962,1.080988931,1.001186565
NNN,Cricetomys emini,Genetta servalina,1.594437774,0.358150735,0.952597745,2.37183488,1.001353882
NNN,Cricetomys emini,Gorilla gorilla,1.210240582,0.154609661,0.925225351,1.538369532,1.001130291
NNN,Cricetomys emini,Loxodonta africana,1.019555316,0.159117591,0.709972491,1.34037523,1.001001788
NNN,Cricetomys emini,Pan troglodytes,0.81006682,0.11814429,0.558794582,1.01711368,1.001383425
NNN,Cricetomys emini,Panthera pardus,0.952878622,0.231732323,0.486092283,1.427477938,1.001200908
NNN,Cricetomys emini,Philantomba monticola,1.008834991,0.037642719,0.9287017,1.085511198,1.001019223
NNN,Cricetomys emini,Potamochoerus porcus,0.802498098,0.161509315,0.474215107,1.100440875,1.001172439
NNN,Cricetomys emini,Smutsia gigantea,0.878006939,0.387939775,0.183520094,1.698396198,1.001042796
NNN,Genetta servalina,Gorilla gorilla,1.089814397,0.201408949,0.686412829,1.501500307,1.001027179
NNN,Genetta servalina,Loxodonta africana,1.128033458,0.228949242,0.680729644,1.590836249,1.000986763
NNN,Genetta servalina,Pan troglodytes,0.98588522,0.143300532,0.656325335,1.248028256,1.001231959
NNN,Genetta servalina,Panthera pardus,1.260482149,0.357128706,0.696620886,2.112978632,1.001820458
NNN,Genetta servalina,Philantomba monticola,0.99318386,0.052584142,0.85933569,1.077344433,1.001024439
NNN,Genetta servalina,Potamochoerus porcus,0.880009758,0.213758065,0.428906018,1.270161892,1.001055252
NNN,Genetta servalina,Smutsia gigantea,1.126921363,0.542821366,0.251709013,2.426227331,1.001148302
NNN,Gorilla gorilla,Loxodonta africana,1.09913998,0.109318425,0.901049041,1.334119013,1.001022586
NNN,Gorilla gorilla,Pan troglodytes,0.994614178,0.064121771,0.862454437,1.127607118,1.001136056
NNN,Gorilla gorilla,Panthera pardus,0.923030631,0.162175661,0.550708044,1.202930457,1.001172904
NNN,Gorilla gorilla,Philantomba monticola,1.023840308,0.027242,0.983005078,1.091080763,1.001041819
NNN,Gorilla gorilla,Potamochoerus porcus,1.002368781,0.093170751,0.812916417,1.194772127,1.001013531
NNN,Gorilla gorilla,Smutsia gigantea,1.045189447,0.224666581,0.564341235,1.492683934,1.001400434
NNN,Loxodonta africana,Pan troglodytes,1.097793612,0.088912647,0.945751179,1.295799168,1.001040689
NNN,Loxodonta africana,Panthera pardus,1.026056429,0.167148671,0.69038696,1.374991138,1.001218849
NNN,Loxodonta africana,Philantomba monticola,1.022167423,0.029982623,0.971356275,1.092584176,1.001031629
NNN,Loxodonta africana,Potamochoerus porcus,0.941924015,0.10680456,0.72525905,1.155160126,1.001326873
NNN,Loxodonta africana,Smutsia gigantea,1.183540114,0.28639299,0.610097516,1.746524584,1.001167406
NNN,Pan troglodytes,Panthera pardus,1.025250697,0.081588489,0.851682986,1.203538919,1.001228551
NNN,Pan troglodytes,Philantomba monticola,1.024707174,0.023790101,0.997429347,1.085602197,1.001000711
NNN,Pan troglodytes,Potamochoerus porcus,1.031830918,0.062237876,0.925989337,1.181920253,1.00115024
NNN,Pan troglodytes,Smutsia gigantea,0.99685289,0.140592399,0.645520104,1.254096246,1.001129017
